years_experience,education_score,skills_match,previous_company_tier,ethnicity,gender,hired
2.893840718367943,8.244414288086803,0.6773038708235717,3,Hispanic,Male,0
4.017013560206696,4.722333764438462,0.744311694724842,3,White,Male,0
3.823675540603527,9.078223574840537,0.9469503828089589,2,Black,Male,0
0.6094551556036443,6.8484714269290805,0.49360895158111295,2,Hispanic,Male,0
5.888360831193728,8.340961234482425,0.8190981795278515,1,White,Male,1
5.783165816539668,4.856285533919689,0.5820210487074218,1,White,Female,0
5.015340369927383,3.8924824679678713,0.6735661288711255,2,White,Female,0
4.29623859987456,8.635779316050057,0.7144557930768577,3,White,Female,0
0.7538877738487573,7.752819052195033,0.3999556277106127,2,White,Male,0
3.7380640317039227,5.1958968912849794,0.544232591435913,3,White,Female,0
3.9718564504196916,5.260673837450611,0.9702145784826278,1,White,Female,0
2.5931681923351433,9.25086956882954,0.8772382377169591,2,Hispanic,Male,0
4.516142865001973,4.621176214265344,0.687472084534553,2,White,Female,0
6.212152570443616,10.0,0.7486246917025786,2,White,Male,1
10.65855770363159,5.1987585307042625,0.6411514988727084,1,White,Male,1
5.523733438495517,8.276783851216766,0.9713166771655963,3,White,Male,1
5.772651172168294,6.3427630485020305,0.6599294844411672,2,White,Male,1
4.776662252701499,8.206374862164687,0.7463684184269695,3,White,Female,1
0.0,5.911771995771614,0.929206028828413,2,White,Male,0
4.920458373652349,6.674414187855412,0.5445257030308186,3,Black,Male,0
5.180690629823079,7.081838350791442,1.0,2,Hispanic,Male,0
12.389726337455858,4.9956250884370546,0.3939077180513246,3,White,Female,1
4.422917105656633,8.481648690840252,1.0,1,Black,Male,0
5.904642027000837,5.97357286705683,0.625464883209605,3,Black,Female,0
4.89586469088427,6.542800169319963,0.6514602504349436,3,White,Female,0
1.493965887141404,5.011301250782975,0.32199796576341133,1,Asian,Male,0
8.42846844354506,1.875332682409379,0.6090410565244614,1,Hispanic,Male,0
7.255799098060322,6.617944474799662,0.49203869379462306,2,White,Female,0
7.373095841129141,10.0,0.5784707309253054,3,White,Male,1
2.2718376356157832,8.569208575796047,0.6725378068422241,2,White,Male,0
9.208382932808298,6.961479240531211,0.8915583228945811,2,White,Female,1
0.7944468116231569,6.474218341583464,0.7415206702801251,1,Black,Male,0
6.760571281400811,7.044931785624093,0.7615353306802227,1,White,Male,1
11.571366877429936,8.09423823035042,0.4808961222308875,3,Hispanic,Male,1
2.028391024607935,4.63837436938231,0.523849182079454,1,Black,Male,0
3.3011068111916844,9.228643389337744,1.0,2,Black,Female,0
5.298954095262924,8.430762630882487,0.5529597930473507,3,Black,Female,0
3.4895730376514025,8.43637145141587,1.0,2,White,Female,0
0.3480097068016015,7.876951477619454,0.6513877602238266,2,White,Female,0
5.205688924418082,7.03923331538798,0.7004575872287008,1,Black,Male,0
1.8130888588216854,8.34572247193364,0.9140730320459859,2,White,Male,1
6.420777291905544,8.183628267482757,0.9543784843877312,1,White,Male,1
2.2417272972985907,6.2919185781179525,0.6778374879441824,3,Hispanic,Male,0
9.649803215052618,5.852796454206198,0.6223513892956922,2,Black,Female,0
2.650240122991289,7.203712590523973,0.6888159102955573,2,White,Female,1
4.033815451382973,10.0,0.7675915056464236,2,Black,Male,0
7.44055165210901,4.521785848692199,0.878260737373951,1,Hispanic,Male,0
1.3074070506981341,4.06494946849512,0.7008459717988302,3,White,Male,0
5.682379803812388,7.329521682473033,0.8237772596046307,2,White,Male,1
8.921428262847284,7.101775403712036,1.0,2,Hispanic,Male,0
0.17755029631631736,7.346683328740816,0.7762619224529569,1,White,Female,0
5.553901575596913,7.487906395817,0.7623305712009556,2,White,Female,0
5.779648382745271,6.55359549073039,0.39621783498198637,1,White,Female,0
7.3454686153319315,9.979726877204165,0.17385397263418723,2,Hispanic,Male,1
1.2891478673657542,3.798192043046969,0.7776751458460336,2,White,Male,0
1.038630160747171,5.343005950439508,0.6810351537438255,3,White,Male,0
6.565824696850693,6.793490479701905,0.5970434650170515,2,White,Female,0
5.890954019699558,3.7136223776916655,0.7487060408372689,3,Asian,Female,0
5.751478551037629,6.648291191135858,0.6879192541606183,3,White,Female,1
6.039344628490927,10.0,0.9255560501267797,1,White,Male,1
2.9599258352645275,7.041772976591924,0.7172221736517955,2,Hispanic,Female,0
5.696761091483011,7.461401811437367,0.5506153429859664,1,White,Male,1
5.879217419896044,4.47967046965484,0.8980332477918578,2,Asian,Female,0
2.8569457459208967,5.7672771839210455,0.6565737850107595,3,Hispanic,Male,0
10.59732353343427,6.249607239352126,0.8053073367344614,2,Hispanic,Male,1
6.421498762735363,6.364569806487532,0.6045178587614398,2,White,Female,1
1.426089508392054,9.563287590007537,0.5700346229005127,2,Black,Male,0
6.969660825901489,8.11538212145025,0.7168336460371392,2,Hispanic,Male,0
2.075954989318036,4.777084086125936,0.702565728708737,1,Asian,Male,0
7.361253811227356,7.49300955686401,0.7959654070733666,3,White,Male,1
8.475786737022212,7.99644349699357,0.6462708493380515,2,Hispanic,Male,0
2.5379530449448686,9.280298077042533,0.3327280432459205,3,White,Male,0
7.8901283877329655,10.0,0.6134452232823222,2,White,Male,1
6.238342780809495,4.969811616344263,0.8587636934287631,2,White,Male,1
7.4661804799834695,5.378284977579323,0.6405247841513787,2,Hispanic,Female,0
10.690378947961843,4.4848442821707675,0.6507233194970904,1,White,Male,1
4.263835651991388,6.531960281786037,0.8972753011811874,2,White,Male,0
2.738791506927531,7.932716748892669,0.5576053545482154,3,Asian,Female,0
2.33145671112343,8.974669033178204,0.39143935635142,3,White,Female,0
2.552569145103685,6.848097952714954,0.6678737760949011,2,Black,Female,0
4.768694871757687,6.360304953490312,0.6031652097502526,2,White,Male,1
6.023455924449932,7.303515984497481,0.5067507360493492,1,White,Female,1
5.830072397990057,5.329714196739954,0.6649243088202618,3,Black,Female,0
7.481549747108072,10.0,0.7983011294493567,1,Hispanic,Female,1
5.039005675633721,3.7846779457638826,0.6981422876864368,3,White,Female,0
9.360602231471951,7.369481157791449,0.7613962145372475,2,Hispanic,Female,0
4.206029500286132,10.0,1.0,2,White,Female,1
13.160507499768856,7.013599689119996,0.6314242276884872,3,White,Female,1
6.877002043295018,6.619921929997011,0.7556697269289339,1,White,Male,1
2.4285273307511526,6.285109154379145,0.598157327480173,2,White,Female,0
1.7873225058166629,6.639216636475185,0.5307280560226053,2,White,Female,0
6.4474172457295555,9.74569694935306,0.583018469316446,2,White,Male,1
4.329611644022448,2.5762761773409864,0.6042482856956622,2,White,Female,0
7.142001482276276,10.0,0.7718951595094251,2,White,Male,1
6.419712873720634,4.15208569509971,1.0,3,White,Male,1
4.781513262029382,6.46669534153117,0.5567913127448318,1,White,Female,0
2.459618845794785,6.141511159402676,0.6166749388769075,3,Hispanic,Male,0
0.45545832594240565,8.17710653954144,0.6873753973777503,1,Black,Male,0
3.660455143798937,3.803751296232505,0.7791597697419493,2,White,Male,0
7.569196382970417,7.9243453321638855,0.7527101623909569,2,Hispanic,Male,0
5.642281232390612,10.0,0.9568191587896234,1,Hispanic,Male,0
1.262783663864036,4.273651990814379,0.2147215858929583,1,White,Male,0
5.519542777553546,7.379412335220791,0.22261402596086538,3,White,Male,0
6.15595213918651,5.676035644406782,0.6008243655979701,2,Black,Female,0
2.348427691396601,7.851774412386072,0.9194600375087417,1,White,Female,0
5.461175317836584,7.038295554831504,0.38687039367888065,1,Hispanic,Male,0
5.174626155337999,5.717026181911381,0.09847353206124843,3,Black,Female,0
1.571089106508131,7.975744569742148,0.8142358812438417,3,Black,Male,0
6.07336208104485,10.0,0.7487314447405429,2,Asian,Male,0
6.682353579104703,6.618192416545402,0.48195831864011396,1,White,Male,1
8.249153729525831,8.439515884296364,0.502892079855814,2,White,Female,1
8.161406156104709,4.413454084257673,0.506051256073065,1,Hispanic,Female,0
0.8669918961287273,5.087127246363982,0.7221070634947879,1,White,Male,0
2.1865248802546318,7.9448125557607545,0.5747369447633985,2,Hispanic,Male,0
6.545105801625979,9.96823205707193,0.7988127837951039,2,Asian,Male,1
6.541357852736626,7.71122669757132,0.12907466741912177,2,Black,Male,1
6.545143058918144,6.373883938953691,0.52862962697444,2,White,Female,0
15.0,6.998582810846708,0.4747892078177899,3,White,Male,1
6.712671532079501,4.499184532060565,0.6487318643255016,3,White,Female,0
8.406696920541798,8.209030652710734,0.5923904483019722,2,White,Male,1
7.8620052904796065,8.76466612464682,0.8595687559791533,2,Black,Female,0
6.954173753917394,6.095819334333839,0.32813264566798844,2,Hispanic,Female,0
4.054192266078963,6.059915704480997,0.7090982952661503,2,Black,Male,0
7.276907661479802,7.531756459304097,0.8116672846423411,3,White,Female,1
2.6815243563872846,6.126560527918809,1.0,2,White,Female,0
4.289544179779973,6.867734770748355,0.6036468057813049,3,Hispanic,Male,0
3.54390935651269,10.0,0.7648917208705034,3,White,Male,0
5.245622418158968,6.505948598508007,0.3392274414875269,2,White,Female,0
11.943975700020527,6.283319695957555,0.2216087591373952,2,Hispanic,Male,1
0.0,5.704916388729682,0.86895487515634,1,Black,Male,0
7.05878057112354,8.488383942999874,0.6988879412703859,2,White,Male,0
0.16185238643104505,6.637551653563794,0.9357025379596845,2,Hispanic,Female,0
3.5842044026316997,5.701253923357148,0.4253194222060501,2,White,Female,0
8.266851790902098,9.642608064546025,0.8039804279057505,3,Asian,Female,1
5.192840057286388,9.839206009027274,1.0,1,White,Female,1
1.7667656662120814,5.79915286852259,0.7839411216714531,2,White,Male,0
2.854088872220095,3.2669200972787675,0.7553163011182097,2,Hispanic,Female,0
7.038793246804028,9.015027379673844,0.70171121616487,2,White,Female,1
2.8089001048485898,5.630740348479992,0.3858237085748175,2,Black,Male,0
5.649375768745925,8.581251198325537,0.9711145871420697,3,Hispanic,Male,0
5.136715519711442,3.059792364576329,0.5778284720389868,2,Hispanic,Male,0
3.045198957182549,8.785194676598618,0.8008966512766034,2,Asian,Female,0
11.431832267975977,4.577656141438437,0.3873931386857492,1,White,Female,1
6.901757066954033,8.461528238133049,0.4641080670984439,2,Black,Female,0
0.0,7.028546135672868,0.9870174798444471,3,White,Female,0
5.559362944308283,5.092121161206711,0.6305395422084313,2,White,Male,1
3.014640605694836,6.185927374146439,0.9906550952085089,3,Hispanic,Female,0
7.557300004388672,8.372636913913402,0.6843538681882964,2,White,Female,1
2.622437784701898,7.211788906230469,0.33162044540842844,1,White,Male,1
4.655790675599303,8.168825960944968,0.8784135199463441,1,White,Female,1
6.514961836941371,10.0,0.5820215364488783,2,Black,Male,0
7.5972655825103645,3.8715167765778973,0.8397377627034086,2,Asian,Female,0
1.3991107788326715,10.0,0.7050421735080163,3,White,Female,0
3.996496292477155,7.208711875046426,0.3913763544114259,2,White,Female,0
3.5751640665171314,5.202431903353744,0.7328589530741138,2,Hispanic,Female,0
3.040012302278864,4.33937274852202,1.0,2,White,Male,0
10.296362720843291,6.621759218445933,0.7985972917028918,2,White,Female,1
6.214945132882867,8.84330022384892,0.6884964493989073,2,White,Male,1
1.2173481369948647,6.744901759244931,0.9150686803913795,1,White,Female,0
7.753585841164329,10.0,0.7421336930406222,1,White,Female,1
11.3664685910379,4.097648619896882,0.7419068460525589,1,Hispanic,Female,0
8.09739578165344,6.975822104307891,0.48167496556817946,1,White,Male,1
0.4418901021379593,4.495213111173761,0.7467696051579197,1,Hispanic,Female,0
3.547297781401246,7.727263765249936,0.9070886832833889,2,Hispanic,Female,0
8.800733447559868,8.7737747801946,0.5327875695799951,2,Black,Female,0
2.876991603143658,6.158476412637894,0.9848991642493895,3,White,Male,0
6.3314582844386855,1.7915722867457315,0.6816587951709747,1,White,Male,0
7.323902160288011,7.397896293592989,0.5224460976922918,2,White,Male,1
2.219208585265751,7.873477103467019,0.8995264153840489,2,Hispanic,Female,0
4.8214239318146,7.8085895099233955,0.6426411528523461,1,White,Female,1
0.0,9.471564383644308,0.8519029774972215,3,White,Female,0
1.9268370759971303,4.857892640701902,0.6416482735482926,1,White,Male,0
4.242295545820519,8.3604322109009,0.6880347712940192,3,White,Male,1
1.2566504541054515,9.38501502495595,0.7987120408668583,3,White,Female,0
9.897233911794906,3.4428248319869663,0.7581794115180012,2,White,Female,1
0.7095758661181018,7.639303651837954,0.30089364390965223,2,White,Female,0
3.6798665399090487,5.9916403379846574,0.47575125198112156,2,White,Female,0
5.392221731858274,6.836954653796708,0.885881996958163,2,White,Male,1
9.323819867198345,7.695352967076673,0.6735726822196905,2,Black,Female,0
0.6924135464616814,6.025542871772895,0.5952537394457156,1,White,Female,0
8.489491256464879,5.648583841676777,0.4282851969485051,1,White,Male,1
5.030699183058761,7.0683048349760496,0.48405273574483026,2,White,Male,1
2.055474046856147,4.825508122274394,0.29564027200761045,2,White,Male,0
6.386310422789812,4.828349742229629,0.6797438562596934,3,Hispanic,Male,0
5.59717908672041,8.358746565913007,0.5803124838837905,1,White,Female,1
3.199349368523616,4.702411929682688,0.5066824218029369,3,Black,Male,0
5.209406254970057,8.332625001818425,0.6863753149664094,2,Hispanic,Male,0
3.8440592094147195,7.925182585707902,0.7727941261705475,2,Hispanic,Male,0
5.340552035753744,3.5483865424188066,1.0,2,White,Female,0
6.98639202356314,5.64487069532869,0.39762331608735724,2,White,Male,1
9.758050448436055,9.388218806094745,0.9318762086601043,1,Black,Female,1
1.2865535035194529,5.037668937720637,0.8946203122030143,2,White,Male,0
11.3991001239688,6.071191475381225,0.5441814521246598,3,Hispanic,Male,1
0.0,7.924121786503793,0.7406471909172062,2,Black,Male,0
4.54464471489325,8.566781018565191,0.6084733501324769,2,Black,Male,0
6.764951619453729,6.496922227911009,0.7371377160837478,3,White,Male,1
5.8429756032050975,5.804979610616717,1.0,3,Black,Male,0
3.1319014405382184,9.844739723397016,0.8211212465262625,2,Black,Female,0
4.375633248928175,10.0,0.8017216746466884,2,Hispanic,Female,0
3.520997196023502,8.95771610156359,0.6139381360090714,3,White,Male,1
3.2319057291673654,7.1706362851300485,0.4031886670151329,2,White,Male,0
7.548806291063074,5.383468556718148,0.6583063578919184,2,White,Female,1
6.071046457895142,5.3391111868868695,0.941321630972783,2,White,Female,0
2.9212712142180375,8.045028210531514,0.3945664286820704,3,White,Male,1
7.698799626299753,7.836796441777367,0.48898212636466093,1,Hispanic,Female,0
5.921898562629828,9.80319718589286,0.7252535472468136,3,White,Female,1
7.438586356516881,8.300900185072278,0.5030690430305474,1,Hispanic,Female,0
6.888886525770837,3.993839396480364,0.5414953105769574,3,White,Male,1
2.513014967233783,9.103895235445837,0.6152802836543645,2,White,Male,1
3.319456879409091,5.003878745371174,0.42687651916197006,2,White,Male,0
7.241880815369786,6.232057456095297,0.5051756307567263,3,White,Female,0
6.831110796300394,7.500400412503389,0.8406855833574617,2,Hispanic,Female,0
4.937295218107556,10.0,0.43852604355380714,2,White,Male,1
5.351982149926346,10.0,0.3804255731010324,1,Black,Female,0
8.832994687365275,8.213446118272365,0.5739950040932211,1,White,Female,1
3.22528583349251,6.633606762559224,0.8463911005019691,2,Hispanic,Female,0
6.641292143510114,8.0690112969611,0.6606156384006221,2,White,Female,1
4.393422042698318,8.775310851747673,0.6070837843768763,1,White,Female,1
4.346956390318339,6.358664748885617,0.7088717595031213,1,White,Male,1
8.296330555961571,10.0,0.3508585134280695,2,White,Female,1
7.47624904696409,7.460141518382804,0.7989411307550065,2,White,Female,1
7.440528908001916,7.995486178182788,0.7766870062807287,3,Hispanic,Male,0
8.916436421462986,8.331848504108923,0.6181383051808557,1,Black,Male,1
5.063011524898277,7.843173221228911,0.9011849023592833,1,Black,Female,0
7.045858913884892,8.677881000939225,0.47450078020939224,3,White,Male,1
4.069199730219632,5.765493626906154,0.9255817986507138,2,White,Female,0
5.972499057465326,5.883396492107939,0.7308987331190502,3,White,Male,0
4.609570836896946,4.79969153405661,0.6326894820243653,3,Asian,Male,0
5.290987894978155,7.879002461240453,0.6960252729263376,3,Hispanic,Male,0
6.785471076310741,8.557873007024227,0.6785470468378116,1,Hispanic,Male,1
2.5453379502995825,7.915545732303771,0.9440565792835434,3,Hispanic,Female,0
11.27716182705638,10.0,0.48466417450579724,3,White,Female,1
1.981947855500894,6.988807962341907,0.5474961521706803,2,White,Male,0
1.3574341616368035,8.337483311185025,0.9072605784144959,2,White,Male,1
8.474332620500203,4.816598247721371,0.5808930129632282,2,White,Male,1
7.374988081888808,6.225800595051198,0.8801066154663183,1,White,Male,1
6.872359451156465,8.391075515131554,1.0,2,White,Female,1
6.88503652779284,8.698204221486288,0.6196409946116732,2,Black,Male,1
4.963259681459256,6.412066104671635,0.836272465315061,2,Hispanic,Male,0
2.3082368855425055,6.856801496283866,0.4692615437320282,2,Black,Male,0
5.227413674581179,3.964252506638381,0.8509466596135618,2,Hispanic,Male,0
2.968514865463665,6.285941598386781,0.7398847971973533,2,White,Male,0
7.925359200253253,8.780766327039572,0.794607656432043,3,White,Male,1
4.558827855493584,8.150410032213133,0.5708855855929209,1,Black,Female,0
2.5235084096224654,8.00133144276242,0.3677833168865654,2,White,Female,0
4.03584247504102,7.09954737436192,0.8006504129499009,1,White,Female,0
6.238794362826873,7.014126317256353,0.287319369504109,2,White,Male,1
3.308826341588076,5.679357721053106,0.636529901551493,3,White,Male,0
2.5333388133007055,8.39765684040507,0.888236373283994,3,White,Female,0
5.731061634475737,7.841945888778779,0.7383795471746072,2,White,Female,1
5.734899713326168,7.984037695985599,1.0,3,White,Female,1
3.4791704738866107,5.9479303146648395,0.9050218305163547,1,Black,Male,0
3.586885083145032,2.6933141602575112,0.5692203223348846,2,White,Male,0
5.696149812072909,9.19430542350739,0.7054626759702877,1,White,Female,1
0.6557469755080279,6.042325087983191,0.6905258594911128,3,White,Female,0
0.7776086768703347,5.274448471913759,0.3835646473307745,2,White,Female,0
2.8446673362426917,8.386957823827988,0.5119202167031293,2,Black,Female,0
4.359658544864458,6.215974720161741,0.5878478186040279,3,Hispanic,Female,0
5.932722696794014,9.119872768093243,0.29275589942881264,1,Black,Male,0
9.426068650848656,8.234011899153394,0.7094986936503286,1,White,Female,1
7.572978869606058,8.367138646400955,0.6501856310693919,3,White,Female,1
4.520184410109719,4.268088577598931,0.3654212197376851,2,White,Female,0
4.9429513762919335,9.423887970772801,0.7808425730554663,1,White,Male,1
1.9924119060865735,7.522501062467712,0.8431745489381919,2,White,Male,0
4.94446059202283,6.261445721507593,0.7454068957729777,2,White,Female,0
4.134024083239585,7.286776934684502,0.6351863649582059,1,White,Male,1
5.968155681014268,3.44752953420336,0.8182884303503709,2,Black,Female,0
2.5183071693430312,7.817305622961341,0.8360440720953382,1,White,Male,1
6.558039542723517,4.941256983635856,0.7614807139439377,2,Black,Male,0
9.598216739007732,4.294659428312931,0.5350775499130478,3,White,Female,1
4.673719554629427,3.9552816275642178,0.7553201531022361,3,White,Male,0
6.205135166296825,9.225376749979851,0.9390961301650957,2,Asian,Male,0
7.070431975133338,5.741473212614423,0.5806741882776539,1,Asian,Male,0
3.7963385843424913,10.0,1.0,3,White,Female,1
5.67227744543125,5.928397073895404,0.5948738132029231,2,White,Male,1
5.037777202345384,3.5852840848141065,0.7064814026680272,1,White,Female,0
5.293028295646495,4.766951120102682,0.5655028807987327,3,White,Male,1
2.6809706484336004,9.471623240013876,0.7446541671840521,3,Hispanic,Female,0
5.073530522776828,6.688203644126665,0.3515556614729449,3,Asian,Male,0
6.49399487373635,5.903425407018798,0.5907916402366558,3,Black,Male,0
9.353430823385125,7.320036451705575,0.4815757599302865,2,White,Male,1
7.8778124782556205,8.00356547233509,0.7270676695784581,2,Black,Male,1
11.459547372534669,9.234797631804922,0.8988894751017814,2,White,Female,1
2.6979573113358515,9.896998459785852,0.8292012374229103,2,Hispanic,Male,0
7.6169619101620345,6.280462708421829,0.2256681278282215,2,Hispanic,Male,0
5.550026017215055,4.3479046278359235,1.0,3,White,Female,0
11.569408799653017,6.173069677753448,0.7590559881241736,3,White,Male,1
2.575105143934546,7.520561013165772,0.5447001719013999,2,White,Male,0
2.480834473457672,5.0724821475787785,0.7314255837981881,3,White,Female,0
3.2018220636679335,5.085698170209914,0.7352379645005385,3,Hispanic,Female,0
0.0,7.687575763099771,0.5666302566096872,2,White,Male,0
3.4227349349577167,6.902695296859098,0.7395833334684151,2,White,Male,1
2.7226020153389063,7.065593990823173,0.5785055424759384,2,White,Female,0
5.451181359428623,5.483009330599861,0.6191276014619954,2,Hispanic,Male,0
6.025267927331479,6.539198571588465,0.562744172848983,1,White,Female,1
10.628512517647659,5.151533711463391,0.4134657420520694,2,Hispanic,Male,1
7.851271514558151,8.780396822249573,0.7291672940430768,2,Hispanic,Female,0
3.269289033012791,9.070498669447506,0.8170598873032676,2,Hispanic,Male,0
2.3047559859549263,3.3076242755238123,0.8029767192152744,3,White,Female,0
6.475757514519517,5.1409782796151795,0.8639850505270468,1,White,Male,1
1.0393003789380737,4.006941489819842,0.7648680420029736,3,White,Female,0
10.494376297563061,5.699952131186204,0.5934549003566192,2,White,Male,1
8.538320362163862,6.833124060419278,0.8679327728862377,1,White,Male,1
3.5924730436858856,4.10070956060294,0.42849649203161294,3,Black,Female,0
0.0,5.156280373749373,0.5198657234975039,2,White,Female,0
9.061617122496239,4.992085255837003,0.507159985715351,2,Hispanic,Female,0
4.6563804642421465,7.414534658797888,0.916011211827862,3,White,Male,0
8.713448935920386,7.138688674072501,0.888557702828015,2,Black,Female,0
0.2167170236168987,5.556524893325493,0.7974610474089989,2,Hispanic,Male,0
